family,dataset,outcome,condition.name,estimate,std.error,pred_gpt,pred_expert,cell,z_raw_gpt,z_raw_expert,recal_gpt,recal_expert,z_recal_gpt,z_recal_expert
SDC,SDC,PA,Common Exhausted Majority Identity,0.10077547585889796,0.006916666000728543,0.07533333333333334,0.04459711691132025,SDC PA,-3.678382406044294,-8.122173159967584,0.026846873675783832,0.032726768186457034,-10.688473633876075,-9.838368321568982
SDC,SDC,PA,Correcting Oppositional Misperceptions,0.030068227479180466,0.0066406474734990225,0.0321,0.03365331671481545,SDC PA,0.3059600029858188,0.53987043431263,0.016538855732152257,0.018726447084462826,-2.0373573211076432,-1.7079329146712774
SDC,SDC,PA,Correcting Democracy Misperceptions,0.06090061125460025,0.00666144119507078,0.08886666666666666,0.04409739960714527,SDC PA,4.198198947212843,-2.522458902720441,0.03134059392105716,0.03342403832004155,-4.437480789504891,-4.124718980464819
SDC,SDC,PA,Correcting Division Misperceptions,0.0804625029711302,0.00673347905998657,0.07316666666666666,0.05136574383717929,SDC PA,-1.083516595131149,-4.321207339435751,0.02684641142123495,0.04232498833007191,-7.962613542307828,-5.663864742327475
SDC,SDC,PA,Correcting Opportunism Misperceptions,0.06137055762501445,0.006791583250668444,0.1056,0.03744464066670305,SDC PA,6.512390519638021,-3.522877667141392,0.035450365602343784,0.023792146669885227,-3.816516865948678,-5.533085521911354
SDC,SDC,PA,Moral Similarities and Differences,0.05248934552040629,0.006837137064859539,0.0494,0.04176832639616946,SDC PA,-0.451847826231893,-1.5680567791070132,0.021012155804363924,0.03032469374335633,-4.603855300462524,-3.2418030480869557
SDC,SDC,PA,Describing a Likable Outpartisan,0.05011544368445978,0.006913658829221645,0.0751,0.03997718029461451,SDC PA,3.613796534179433,-1.4664107154079318,0.02812275013200621,0.02776637433462221,-3.1810498747057148,-3.2325965023578815
SDC,SDC,PA,Reducing Outparty Electoral Threat,-0.007503188614279644,0.006666678188799589,0.003999999999999995,0.008547589077683646,SDC PA,1.7254753099685642,2.407612492669818,0.010497840652933788,-0.020628950812411156,2.7001497233594116,-1.968860926898131
SDC,SDC,PA,Party Overlap on Policies,0.03475179262884134,0.006719917070476521,0.08876666666666666,0.04900237723793471,SDC PA,8.038026879101803,2.1206488799842944,0.0323248449812758,0.04190288061033979,-0.3611573806808059,1.0641631297678136
SDC,SDC,PA,Democratic System Justification,0.0224033041054793,0.006614996969037627,0.019,0.025835141850842902,SDC PA,-0.5144830937049434,0.5187965710984863,0.012956599110090684,0.006739044558068755,-1.4280739718559474,-2.367991946289499
SDC,SDC,PA,Pro-Democracy Bipartisan Elite Cues,0.019136690378589363,0.006599785480893741,0.07100000000000001,0.03889253772353072,SDC PA,7.858332633924842,2.993407498188263,0.027768130039714845,0.02683298644935757,1.3078363965182418,1.1661433683032345
SDC,SDC,PA,Political Violence Inefficacy,0.012200054576151288,0.007116468186875811,0.039466666666666664,0.015962705307530346,SDC PA,3.8314809220675583,0.5287244504680196,0.01913593153858085,-0.009693830419795471,0.974623476181725,-3.07650992332453
SDC,SDC,ADA,Befriending Meditation,-0.0021895479872192395,0.008401496409015469,0.0653,0.028299206147517447,SDC ADA,8.033038961344745,3.628967109004516,0.02662140843783492,0.011640669694590152,3.4292648621664266,1.6461612322976746
SDC,SDC,ADA,Correcting Policy Misperceptions Chatbot,-0.007468394054665476,0.007854506422512146,0.005866666666666668,0.04416213028239563,SDC ADA,1.6977592230508514,6.573363310147738,0.010976508775113145,0.03581450690896077,2.3483210576940743,5.510581904875808
SDC,SDC,ADA,Sympathetic Personal Narratives,0.005833940172634909,0.008080200335909475,0.09411666666666667,0.042498938601081886,SDC ADA,10.925809116599709,4.53763482391679,0.035147807506220013,0.03270298964512745,3.627863928485834,3.3252949624383628
SDC,SDC,ADA,Common National Identity,0.015537096282066043,0.007716432511714298,0.06918333333333333,0.051011324160480404,SDC ADA,6.95220712030165,4.597231664316511,0.027336790957078572,0.04654477224793793,1.5291645014842599,4.018395277714048
SDC,SDC,ADA,Positive Contact Video,0.006326512236029265,0.008344001569967707,-0.0329,0.03358564707945877,SDC ADA,-4.701163093882433,3.2669139159252345,-0.002110143298378836,0.019172180280069444,-1.0111042601878073,1.5395093033389606
SDC,SDC,ADA,Counterfactual Partisan Selves,-0.015006851028067729,0.007668437073354065,0.008233333333333336,0.030353236988230732,SDC ADA,3.0306285543054132,5.915167273643494,0.012068192739333843,0.015042350037717915,3.5307121266575554,3.91855612536735
SDC,SDC,ADA,Democratic Collapse Threat,0.04343682207042429,0.007867524706622246,0.07248333333333333,0.04414137853803405,SDC ADA,3.6919504349900594,0.08955249508358326,0.027589597187430964,0.03407228148437056,-2.0142580384468847,-1.1902778745863256
SDC,SDC,ADA,Common Economic Interests,-0.015534383648568574,0.007927121823925952,0.08145,0.026001116673229022,SDC ADA,12.234501475156653,5.239669736931948,0.03184826881821747,0.00892499936622493,5.977283245953639,3.08553136410358
SDC,SDC,ADA,Utility of Outparty Empathy,-0.0074954356096207705,0.008323811908011814,0.07283333333333333,0.03157775396629155,SDC ADA,9.650478630546212,4.694146144545108,0.028951803445764413,0.016577060786781807,4.378671630038165,2.892003887453581
SDC,SDC,ADA,Bipartisan Joint Trivia Quiz,-0.0036426668810912114,0.007971227857628091,0.04848333333333333,0.02948551850624327,SDC ADA,6.539268622780919,4.155970194181862,0.02196513666165169,0.013426675118766107,3.212529361864551,2.141369222499738
SDC,SDC,ADA,Outpartisans Experiences of Harm,-0.00508276036953692,0.007704327199104628,0.06448333333333334,0.03499680872145284,SDC ADA,9.02948328972256,5.202215333695547,0.0264492477803659,0.0215077899623047,4.0927659658026165,3.4513786401662547
SDC,SDC,ADA,Pro-Democracy Inparty Elite Cues,0.005051824614359538,0.007728609923568271,0.10293333333333334,0.03872618604399965,SDC ADA,12.664827140581352,4.357104545663598,0.038128229637002395,0.02688161039774799,4.27973534047525,2.824542317347247
SDC,SDC,ADA,Outpartisans Willingness to Learn,6.185151899448165e-4,0.008443458343495738,0.07691666666666667,0.04467059194102388,SDC ADA,9.036362633978852,5.217302550561378,0.029966603298067655,0.036381062743164855,3.475837377788521,4.235533130896424
SDC,SDC,ADA,Common Exhausted Majority Identity,-0.013836294678450996,0.008005784123547473,0.04521666666666667,0.036050937882247266,SDC ADA,7.376286998724428,6.231398672612789,0.0213154278534441,0.023248593877845107,4.3907907069968415,4.632261872665045
SDC,SDC,ADA,Correcting Oppositional Misperceptions,-0.007602733393662888,0.007686302925110575,0.006516666666666664,0.03627193702363576,SDC ADA,1.8369559719280033,5.708163058986836,0.011152869851100887,0.023448953357611817,2.440133237982415,4.039872882166948
SDC,SDC,ADA,Correcting Democracy Misperceptions,0.05492316621619711,0.007710370885889831,0.06995,0.046595902715366885,SDC ADA,1.948911927350001,-1.0800081635592036,0.026633158589971305,0.03723043746499025,-3.6690851899222148,-2.2946663672930425
SDC,SDC,ADA,Correcting Division Misperceptions,0.021440502295067474,0.007793752040217177,0.06013333333333333,0.04211526730225345,SDC ADA,4.964596107061634,2.6527357940694585,0.024666209230709994,0.031673033457267415,0.41388370055876633,1.3129146410353087
SDC,SDC,ADA,Correcting Opportunism Misperceptions,-0.01848502565465684,0.007861005483888427,0.06261666666666667,0.03740634849117839,SDC ADA,10.316961677172976,7.109952315945809,0.026196831967640048,0.0253701381252381,5.6839875908845086,5.578823710246555
SDC,SDC,ADA,Moral Similarities and Differences,-0.011312888973434718,0.007913732332688113,0.08048333333333334,0.033025722947648134,SDC ADA,11.599611718935531,5.602743441036,0.03141022550583872,0.018768128202999675,5.398604941792538,3.8011163268920627
SDC,SDC,ADA,Describing a Likable Outpartisan,-0.021908872262054183,0.008002303434165598,0.027950000000000003,0.034832295093085615,SDC ADA,6.230565070699919,7.090604326859822,0.017156371912964447,0.02162626564940705,4.881749923182208,5.440325809889844
SDC,SDC,ADA,Reducing Outparty Electoral Threat,-0.018502809821220413,0.007716432511714298,-0.0314,0.024764521208503573,SDC ADA,-1.6713928566342529,5.60716768584964,0.0028779507576278986,0.007351134432781948,2.770808990604172,3.3505048109671858
SDC,SDC,ADA,Party Overlap on Policies,-0.010163254145860274,0.007778054540830637,0.10331666666666667,0.03582096568230402,SDC ADA,14.589756373758746,5.9120464618461686,0.03917033762113496,0.022831983038978553,6.34266467379731,4.242093830999955
SDC,SDC,ADA,Democratic System Justification,-0.007249202153710427,0.007656613418438355,0.09468333333333334,0.03607723181860182,SDC ADA,13.313005361035188,5.658694203885916,0.03593578904200178,0.023152093423367597,5.6402209221789645,3.9705929913957547
SDC,SDC,ADA,Pro-Democracy Bipartisan Elite Cues,0.017259530797498767,0.007639006685618656,0.11833333333333333,0.04771883251558595,SDC ADA,13.231275569652018,3.9873380102455553,0.04260981951982214,0.04074953813310553,3.3185320769581628,3.0750080870893215
SDC,SDC,ADA,Political Violence Inefficacy,0.0019279143558978238,0.00823704773661487,-0.015733333333333335,0.03511188199978974,SDC ADA,-2.144123508077336,4.028623932381062,0.0041397356103008666,0.021529024592242374,0.2685211164397138,2.379628097724234
Milkman2021,Milkman2021,main,1234a,0.019492427685997838,0.01600766071383989,0.03523809523809522,0.18418367346938774,Milkman2021 main,0.9836332636963006,10.288276889889431,0.023937803930124294,0.023018901250528863,0.2777030525317841,0.22029911975096456
Milkman2021,Milkman2021,main,1235a,0.03281311687143702,0.012634007723484166,0.02285714285714284,0.15714285714285717,Milkman2021 main,-0.7880297552603172,9.840878919229668,0.02349821782866401,0.025175980402264334,-0.7372877432596804,-0.6044904068703977
Milkman2021,Milkman2021,main,1235b,4.909097083871522e-4,0.011536182410956506,0.024761904761904742,0.23131868131868133,Milkman2021 main,2.1039018098800324,20.009025810051785,0.024149443651512944,0.020319474733191605,2.050811360321077,1.7188151433850634
Milkman2021,Milkman2021,main,1235c,0.05220413441283505,0.013945289585329429,0.05428571428571427,0.1751785714285714,Milkman2021 main,0.14926759750253313,8.818349469422749,0.023411056798514632,0.023206922874628576,-2.064717081573623,-2.0793552805609576
Milkman2021,Milkman2021,main,1235d,0.02492977503937193,0.013278320597566309,0.04380952380952381,0.17959183673469387,Milkman2021 main,1.4218476373896425,11.647712567180285,0.02395298473904808,0.023327776633297083,-0.07356278929602587,-0.12064766732386827
Milkman2021,Milkman2021,main,1236a,0.014220400958208184,0.00784559617168853,0.04857142857142856,0.1705357142857143,Milkman2021 main,4.378383345446562,19.92395605213312,0.02426787247532961,0.02436639614964506,1.28065111907984,1.2932089505255855
Milkman2021,Milkman2021,main,1236b,0.01599895669225248,0.01340639709990975,0.04285714285714284,0.15612244897959182,Milkman2021 main,2.003385843693319,10.451987304499777,0.024129643180111106,0.025716732046211697,0.6064781184135865,0.7248610705425573
Milkman2021,Milkman2021,main,1237a,0.0073853972397130725,0.012100690259526137,0.03428571428571427,0.1748051948051948,Milkman2021 main,2.2230398819459256,13.8355576396712,0.02416167921641544,0.024103092637197957,1.386390496483903,1.3815489066273767
Milkman2021,Milkman2021,main,1237b,0.02763631769724791,0.009848188743360738,0.027619047619047606,0.21183673469387757,Milkman2021 main,-0.0017536298958472404,18.703989311822472,0.023668067462484912,0.020130701938115423,-0.40294213871949147,-0.7621315913743507
Milkman2021,Milkman2021,main,1237c,0.049345023792034794,0.012005107676496823,0.0476190476190476,0.1625,Milkman2021 main,-0.1437701534627837,9.425569454032974,0.023452480667670125,0.024336012813560255,-2.156793909900215,-2.0831975566063683
Milkman2021,Milkman2021,main,1237d,-0.004266137504656756,0.012762794941978467,0.033333333333333326,0.17832792207792209,Milkman2021 main,2.946021698924317,14.306745537531407,0.024374111699638844,0.024010040122752454,2.2440421031990536,2.215516096274903
Milkman2021,Milkman2021,main,1237e,0.029628890569039366,0.011805892840863124,0.02952380952380952,0.17207792207792208,Milkman2021 main,-0.008900728360512688,12.065926180172607,0.0236570844029935,0.023923039989018933,-0.5058326588715054,-0.4833052998982905
Milkman2021,Milkman2021,main,1238a,0.02029799560614954,0.01357980048577639,0.039999999999999994,0.20901360544217687,Milkman2021 main,1.450831653564168,13.896788103307543,0.02399403863387343,0.020739909515455474,0.2721721156062022,0.03254200308530302
Milkman2021,Milkman2021,main,1238b,0.006404823219747763,0.011538306974931254,0.04571428571428569,0.19412698412698412,Milkman2021 main,3.406865719549998,16.269471883101364,0.024389843317930614,0.022469904291718332,1.55872262172068,1.392325677144353
Milkman2021,Milkman2021,main,1238c,0.04801924310769654,0.01260670422911323,0.03714285714285712,0.1651948051948052,Milkman2021 main,-0.8627461838695392,9.294702243946508,0.023393702851028483,0.02414914389930928,-1.9533686052377741,-1.8934448508169934
Milkman2021,Milkman2021,main,1238d,0.05753517230279096,0.012715466436873938,0.04380952380952379,0.2074404761904762,Milkman2021 main,-1.0794451435508317,11.789209985484343,0.02325002261570965,0.019370564098851278,-2.696334409538988,-3.0014320271622177
Milkman2021,Milkman2021,main,1239a,0.01885599336282674,0.014185536469887553,0.03999999999999999,0.14821428571428572,Milkman2021 main,1.4905327466505647,9.119027160238543,0.024023786895262862,0.026424047852490133,0.3643001830354526,0.5335049897991898
Milkman2021,Milkman2021,main,1239b,0.012619037745566126,0.015400398997396635,0.03142857142857142,0.16666666666666669,Milkman2021 main,1.2213666468112256,10.002833624449703,0.024014087770087126,0.02476447311804257,0.739919142773332,0.788644201655397
Milkman2021,Milkman2021,main,1239c,0.02235602341213655,0.011967961806231648,0.06761904761904759,0.16892857142857146,Milkman2021 main,3.7820160976234773,12.247076853145991,0.024377025900750766,0.024353562306882674,0.16886772546031117,0.16690719164110446
Milkman2021,Milkman2021,main,1239d,0.027329476451333545,0.011924264268319199,0.05047619047619047,0.1773809523809524,Milkman2021 main,1.941143998825481,12.58370936379537,0.023991091253522327,0.023483845127381206,-0.2799657171873284,-0.3225047044763631
Milkman2021,Milkman2021,main,1240c,0.025649315444566424,0.01952802061137826,0.1,0.18831168831168835,Milkman2021 main,3.807384580089606,8.32969076099523,0.0247177302519691,0.02250748950726819,-0.04770504963798149,-0.16088808998222823
Milkman2021,Milkman2021,main,1240d,0.019835247190615555,0.011183871007658216,0.09428571428571428,0.15,Milkman2021 main,6.65694973092218,11.638613564145494,0.02497113127573769,0.026212301684146913,0.45922239997272063,0.5702010054626556
Milkman2021,Milkman2021,main,1240e,0.040534505177187416,0.011056990129626989,0.06857142857142856,0.1732142857142857,Milkman2021 main,2.535674090828458,11.999629101737678,0.023783597732206556,0.023609137171332645,-1.5149608753016004,-1.5307391801412193
Milkman2021,Milkman2021,main,1241a,2.071498253511677e-4,0.011370662840480066,0.015238095238095226,0.2296031746031746,Milkman2021 main,1.3219058223442546,20.17437575944679,0.024041251321914547,0.020429569736661563,2.096104847266504,1.7784732688861093
Milkman2021,Milkman2021,main,1241b,0.029596993533734812,0.011231071121877352,0.032380952380952364,0.22166666666666668,Milkman2021 main,0.2478800834761515,17.101634478904987,0.023698089473374647,0.018936711815295843,-0.5252307635083449,-0.9491776521362664
Milkman2021,Milkman2021,main,1242a,0.0279644713285078,0.011419387057019422,0.04476190476190475,0.17775974025974023,Milkman2021 main,1.4709575347191408,13.117627783634347,0.023900345236409208,0.023436832879971416,-0.35589704349327567,-0.39648699408549015
Milkman2021,Milkman2021,main,1242b,0.046402038093663486,0.01163631864697702,-0.0523809523809524,0.16374458874458875,Milkman2021 main,-8.489196065482322,10.084164434720897,0.020876231090643113,0.0243023144816246,-2.193632520509541,-1.899202340748905
Milkman2021,Milkman2021,main,1244a,0.019178512345523507,0.011871950310321669,0.03428571428571428,0.1667063492063492,Milkman2021 main,1.2725122280082595,12.426588134601824,0.023929615776147446,0.024624289174790714,0.4001956971209062,0.4587095369269326
Milkman2021,Milkman2021,main,1244b,0.0035407840793640296,0.017612283390138594,0.04476190476190475,0.21320861678004535,Milkman2021 main,2.3404756651611174,11.904636557124544,0.024433495330479327,0.021175372894763945,1.1862579535151851,1.0012664698135512
Milkman2021,Milkman2021,main,1244c,0.03643976944450599,0.01104989960106931,0.018095238095238088,0.21683673469387754,Milkman2021 main,-1.6601536675946524,16.325665550111815,0.023352568256790173,0.019106906635293058,-1.1843728595008551,-1.56859912170927
Milkman2021,Milkman2021,main,1244d,0.02949442409673114,0.01030024889206362,0.04476190476190475,0.14968253968253967,Milkman2021 main,1.4822438588777465,11.668467125917113,0.023866947557591098,0.02592503138897517,-0.5463437435454624,-0.3465346075769295
Milkman2021,Milkman2021,main,1245a,0.022110827638444897,0.012810004441708777,0.08666666666666664,0.20714285714285713,Milkman2021 main,5.039486076837799,14.444337653932154,0.024705238398150465,0.020840186995493316,0.20253004372569047,-0.09919127262863658
Milkman2021,Milkman2021,main,1245b,0.034690018708087876,0.012320867007142295,0.047619047619047616,0.15535714285714283,Milkman2021 main,1.049360317213464,9.793720204844782,0.023785547514950343,0.02527810174989674,-0.885040897431675,-0.7639005398512243
Milkman2021,Milkman2021,main,1246a,0.02159852477911726,0.013201537548060511,0.04666666666666667,0.1740612244897959,Milkman2021 main,1.898880474815016,11.548859301852877,0.02406844559239908,0.023897677857445333,0.18709342031486953,0.1741579774293676
Milkman2021,Milkman2021,main,1246b,0.011819175930247849,0.01113005251974766,0.043809523809523805,0.16941558441558444,Milkman2021 main,2.874231529682058,14.15953861904235,0.024235645137678726,0.02451923934040159,1.1155804687714432,1.141060510507068
Milkman2021,Milkman2021,main,1246c,0.018438848169475403,0.010999047696483534,0.03333333333333331,0.18928571428571428,Milkman2021 main,1.3541613396785044,15.532878011871857,0.023929759458966166,0.022583693407485637,0.49921697232445333,0.37683673645086274
Milkman2021,Milkman2021,main,1247a,0.03822093003758907,0.010680378454793528,0.05047619047619047,0.16714285714285712,Milkman2021 main,1.147455634692518,12.070913746263907,0.023732313576164937,0.0241905253253429,-1.356563957237059,-1.3136617556795562
Milkman2021,Milkman2021,main,1247b,0.01589302877105325,0.013755056707382371,0.06380952380952379,0.20170068027210883,Milkman2021 main,3.483554888781639,13.508315920015958,0.024512688747070133,0.021561312909415004,0.6266539033162031,0.4120872969807223
Milkman2021,Milkman2021,main,1249a,0.0135881188682904,0.017362167707299276,0.0257142857142857,0.2126984126984127,Milkman2021 main,0.6984247042434284,11.46805497947205,0.023910692661792788,0.020721695235136946,0.5945440665892571,0.4108689932679029
Milkman2021,Milkman2021,main,1249b,0.023923939424255147,0.012448303375686701,0.03047619047619047,0.166156462585034,Milkman2021 main,0.5263569543728182,11.425856108116639,0.023780947277952522,0.024576059006176064,-0.011486878330898346,0.05238622181996297
Milkman2021,Milkman2021,main,1250a,0.04895949537486116,0.01010758387804939,0.016190476190476175,0.07714285714285715,Milkman2021 main,-3.2420229779689853,2.788338153611736,0.02306879719625188,0.028188198189911744,-2.5615120775634654,-2.055021005569727
Milkman2021,Milkman2021,main,1250c,0.03968849635173972,0.011102088044480304,0.04285714285714285,0.19974489795918368,Milkman2021 main,0.28540996006408986,14.41678366863792,0.023624937536877177,0.020981057980209068,-1.4468952822662005,-1.685037832214954
Milkman2021,Milkman2021,main,1251a,0.008836265150328638,0.00705295589658446,-0.18380952380952384,0.0992063492063492,Milkman2021 main,-27.314191636040885,12.813079421038795,0.02753330131653416,0.033910996576177514,2.650950387377291,3.555208878874719
Milkman2021,Milkman2021,main,1251b,0.030420078437526903,0.01201944253162886,-0.13523809523809527,0.12045454545454547,Milkman2021 main,-13.782517220719416,7.490735679304188,0.01883957247351499,0.028508436781255645,-0.9634811209869428,-0.15904578363271185
Milkman2021,Milkman2021,main,1252a,0.03365487606094428,0.011824648128429769,-9.523809523809638e-4,0.1285714285714286,Milkman2021 main,-2.926705017980171,8.027008624660747,0.023072714921716322,0.027551458850452223,-0.8949239778040814,-0.5161605778203013
Milkman2021,Milkman2021,main,1252b,0.009445313992893537,0.012025295177975598,0.003809523809523798,0.14489795918367346,Milkman2021 main,-0.4686612760817484,11.263976741199857,0.02373228320460467,0.027126701953160432,1.188076384010748,1.4703496004530903
Milkman2021,Milkman2021,main,1253b,0.005013817014457857,0.011436412475167163,-0.08380952380952383,0.15352380952380953,Milkman2021 main,-7.766713645284413,12.985714954914737,0.024362289717745265,0.026297900049583357,1.6918306108056491,1.8610803939908087
Milkman2021,Milkman2021,main,1253c,0.03988924220191831,0.011827948339459328,-0.08285714285714287,0.1812925170068027,Milkman2021 main,-10.377656507812587,11.955012885298766,0.019924806802534813,0.022873522592406048,-1.6879034999485039,-1.438602800854816
Milkman2021,Milkman2021,main,1253d,0.01086835570552761,0.010794602817933421,0.034285714285714274,0.18142857142857144,Milkman2021 main,2.169358055609295,15.800508698632862,0.024093141996466724,0.02344008565733625,1.2251294942476578,1.1646310812772862
Milkman2021,Milkman2021,main,1255a,0.01686826885890105,0.011224737989023717,0.04571428571428571,0.1239795918367347,Milkman2021 main,2.5698610411746072,9.542434138112988,0.02415845853006043,0.02922094766156096,0.6494752642144703,1.10048705054311
Milkman2021,Milkman2021,main,1255b,0.018748834272674347,0.011817332253188704,0.03238095238095237,0.20238095238095238,Milkman2021 main,1.15356984268591,15.53921935796703,0.023909391915287015,0.021404346053932963,0.436693962059007,0.22471330452286065
Milkman2021,Milkman2021,main,1257a,0.015510509537660847,0.013587521574400668,0.029523809523809508,0.21726190476190474,Milkman2021 main,1.0313359879074764,14.848285179863124,0.02392940906692158,0.020234852221515765,0.6196052372878815,0.34769716154532065
Milkman2021,Milkman2021,main,1257b,0.017466261408992777,0.011756829115669764,0.030476190476190473,0.1833791208791209,Milkman2021 main,1.106584857124254,14.112041421865678,0.0239058205304215,0.023133127799148535,0.5477292438354773,0.48200635855145946
Milkman2022,Milkman2022,main,More_Americans_are_getting_flu_shot_than_in_the_past,0.0267,0.003484268051375279,0.021333333333333336,0.017916666666666914,Milkman2022 main,-1.540256543852412,-2.52085465406894,0.019440606348481947,0.020371121498154503,-2.083477374438138,-1.8164155020585804
Milkman2022,Milkman2022,main,45p_of_Americans_get_the_flu_shot_more_than_in_the_past,0.023799999999999988,0.003484366227474567,0.012799999999999988,-0.013333333333333086,Milkman2022 main,-3.1569586208429894,-10.657126980663836,0.017181862176977817,0.022928136004082566,-1.8993806594833544,-0.25022168710128384
Milkman2022,Milkman2022,main,Reminder_to_get_a_flu_shot,0.02699999999999997,0.0034985170753102355,0.014866666666666663,0.006666666666666932,Milkman2022 main,-3.4681360908485392,-5.811986306092261,0.01753481299144049,0.02120914637150913,-2.7054854399188955,-1.655230917510193
Milkman2022,Milkman2022,main,Think_about_risk_of_catching_the_flu_at_specific_locations,0.009199999999999986,0.0036450038359262596,0.00473333333333333,0.010833333333332917,Milkman2022 main,-1.2254216642083717,0.44810195183728047,0.017209092931356806,0.021893843766636046,2.19727969897227,3.4825323478460293
Milkman2022,Milkman2022,main,Think_about_risk_of_catching_the_flu,0.012999999999999984,0.0036437535249783594,0.008466666666666654,0.00916666666666699,Milkman2022 main,-1.2441383047060666,-1.0520287135381257,0.017317322095188995,0.021884997992554143,1.1848556894952582,2.4384190455381933
Milkman2022,Milkman2022,main,People_who_get_flu_shots_are_less_likely_to_get_the_flu,0.01679999999999998,0.0036583214634122825,0.041466666666666645,0.010416666666666963,Milkman2022 main,6.742618688205422,-1.744880376744966,0.025509521475923204,0.02153549010344739,2.3807425244143134,1.294443408215527
Milkman2022,Milkman2022,main,People_who_get_flu_shots_are_healthier_wealthier_more_educated,0.012299999999999978,0.003648662418708459,0.03386666666666666,0.02666666666666695,Milkman2022 main,5.910841889916684,3.93751600394767,0.02346311047933513,0.020843294982422513,3.0595076217784576,2.341486825039479
Milkman2022,Milkman2022,main,Get_a_flu_shot_to_avoid_getting_the_flu_or_spreading_it_to_others,0.0252,0.0034816736811059336,0.027599999999999993,0.019999999999999907,Milkman2022 main,0.6893236471367548,-1.4935345687963335,0.021113443971901628,0.020236587930508997,-1.1737332106322789,-1.4255822124933903
Milkman2022,Milkman2022,main,Commit_to_getting_flu_shot,0.023499999999999965,0.0034777108564973493,0.032799999999999996,0.030833333333332935,Milkman2022 main,2.6741728636309703,2.108666774189184,0.02247555998625906,0.018994392636388146,-0.2945730844261999,-1.2955669834351147
Milkman2022,Milkman2022,main,Protect_others_by_getting_a_flu_shot,0.021499999999999964,0.0036627838484130496,0.043666666666666666,0.007083333333332997,Milkman2022 main,6.051863168576194,-3.935986196104141,0.02562254029961598,0.02156714398948068,1.125521043618821,0.01833140918479419
Milkman2022,Milkman2022,main,Protect_yourself_by_getting_a_flu_shot,0.0257,0.0036737410310772635,0.03293333333333333,0,Milkman2022 main,1.9689284770331983,-6.995593805495839,0.022375258626842223,0.021646965202733563,-0.9050015624489604,-1.1032445572457654
